,OrderNumber,OrderDate,CustomerNameIndex,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,ProductDescriptionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost
4414,SO - 0004515,42317,3,Export,USD,GUT930,38,2,11,201.0,2211.0,88.44
4415,SO - 0004516,42317,85,Wholesale,USD,AXW291,14,15,8,3926.2,31409.6,3219.484
4416,SO - 0004517,42318,97,Distributor,USD,GUT930,44,3,7,2385.2,16696.4,1168.748
4417,SO - 0004518,42318,103,Distributor,USD,AXW291,14,8,6,2793.9,16763.4,1369.011
4418,SO - 0004519,42318,123,Wholesale,USD,FLR025,63,4,6,254.6,1527.6,124.754
4419,SO - 0004520,42318,162,Distributor,USD,FLR025,66,13,7,3892.7,27248.9,3230.941
4420,SO - 0004521,42319,170,Distributor,USD,NXH382,51,15,8,3872.6,30980.8,2323.56
4421,SO - 0004522,42319,63,Wholesale,USD,NXH382,49,8,12,1051.9,12622.8,452.317
4422,SO - 0004523,42319,100,Distributor,USD,AXW291,7,12,10,227.8,2278.0,104.788
4423,SO - 0004524,42320,1,Distributor,USD,GUT930,42,5,10,3879.3,38793.0,2793.096
4424,SO - 0004525,42320,168,Distributor,USD,NXH382,54,1,5,1105.5,5527.5,818.07
4425,SO - 0004526,42320,175,Export,USD,FLR025,60,3,5,3993.2,19966.0,2635.512
4426,SO - 0004527,42320,17,Wholesale,USD,FLR025,66,5,11,187.6,2063.6,129.444
4427,SO - 0004528,42320,60,Wholesale,USD,AXW291,2,9,11,6358.3,69941.3,3942.146
4428,SO - 0004529,42320,77,Distributor,USD,NXH382,48,11,11,4006.6,44072.6,2844.686
4429,SO - 0004530,42320,52,Wholesale,USD,AXW291,12,8,10,4006.6,40066.0,1762.904
4430,SO - 0004531,42320,38,Distributor,USD,AXW291,19,4,6,3932.9,23597.4,2084.437
4431,SO - 0004532,42320,35,Distributor,USD,FLR025,66,13,6,6043.4,36260.4,2961.266
4432,SO - 0004533,42320,82,Wholesale,USD,GUT930,35,12,8,1112.2,8897.6,856.394
4433,SO - 0004534,42321,119,Wholesale,USD,NXH382,58,15,10,1969.8,19698.0,827.316
4434,SO - 0004535,42321,168,Wholesale,USD,AXW291,9,15,12,2606.3,31275.6,1798.347
4435,SO - 0004536,42321,94,Wholesale,USD,NXH382,60,6,10,268.0,2680.0,187.6
4436,SO - 0004537,42321,169,Wholesale,USD,NXH382,48,7,9,1902.8,17125.2,818.204
4437,SO - 0004538,42321,159,Wholesale,USD,NXH382,51,14,9,2559.4,23034.6,1791.58
4438,SO - 0004539,42321,63,Export,USD,AXW291,18,3,10,3879.3,38793.0,3103.44
4439,SO - 0004540,42322,61,Distributor,USD,AXW291,24,4,7,3859.2,27014.4,3241.728
4440,SO - 0004541,42322,136,Wholesale,USD,AXW291,3,4,10,1782.2,17822.0,1069.32
4441,SO - 0004542,42322,6,Wholesale,USD,FLR025,66,2,5,268.0,1340.0,112.56
4442,SO - 0004543,42322,99,Wholesale,USD,AXW291,21,11,12,6184.1,74209.2,3772.301
4443,SO - 0004544,42322,40,Export,USD,AXW291,17,7,9,2412.0,21708.0,1206.0
4444,SO - 0004545,42322,158,Wholesale,USD,AXW291,25,11,12,891.1,10693.2,695.058
4445,SO - 0004546,42322,106,Distributor,USD,AXW291,13,3,10,2586.2,25862.0,1655.168
4446,SO - 0004547,42322,44,Wholesale,USD,AXW291,29,7,10,1139.0,11390.0,569.5
4447,SO - 0004548,42322,39,Export,USD,AXW291,3,10,6,6277.9,37667.4,4143.414
4448,SO - 0004549,42322,6,Export,USD,FLR025,64,8,8,4013.3,32106.4,2046.783
4449,SO - 0004550,42323,20,Wholesale,USD,FLR025,61,10,10,5045.1,50451.0,2573.001
4450,SO - 0004551,42323,43,Wholesale,USD,AXW291,3,6,9,1775.5,15979.5,1154.075
4451,SO - 0004552,42323,155,Wholesale,USD,AXW291,12,14,6,1742.0,10452.0,923.26
4452,SO - 0004553,42323,54,Wholesale,USD,NXH382,60,11,6,194.3,1165.8,83.549
4453,SO - 0004554,42323,124,Wholesale,USD,AXW291,15,7,6,1728.6,10371.6,1452.024
4454,SO - 0004555,42323,78,Distributor,USD,FLR025,64,5,12,167.5,2010.0,68.675
4455,SO - 0004556,42323,109,Distributor,USD,AXW291,1,3,10,1876.0,18760.0,1013.04
4456,SO - 0004557,42323,60,Distributor,USD,NXH382,52,7,8,6324.8,50598.4,5059.84
4457,SO - 0004558,42323,22,Wholesale,USD,GUT930,43,11,8,3872.6,30980.8,1742.67
4458,SO - 0004559,42323,162,Wholesale,USD,NXH382,51,8,5,850.9,4254.5,365.887
4459,SO - 0004560,42323,46,Wholesale,USD,NXH382,47,4,6,2479.0,14874.0,2032.78
4460,SO - 0004561,42323,81,Distributor,USD,GUT930,46,9,11,5313.1,58444.1,2550.288
4461,SO - 0004562,42323,160,Export,USD,AXW291,16,10,11,2606.3,28669.3,1277.087
4462,SO - 0004563,42324,60,Distributor,USD,AXW291,19,8,7,5339.9,37379.3,2189.359
4463,SO - 0004564,42324,153,Wholesale,USD,GUT930,34,11,11,1983.2,21815.2,1348.576
4464,SO - 0004565,42324,45,Distributor,USD,AXW291,26,2,6,1715.2,10291.2,1183.488
4465,SO - 0004566,42324,155,Export,USD,AXW291,2,4,10,3839.1,38391.0,2149.896
4466,SO - 0004567,42324,104,Export,USD,GUT930,34,6,11,3993.2,43925.2,2276.124
4467,SO - 0004568,42324,151,Distributor,USD,AXW291,22,10,9,1172.5,10552.5,738.675
4468,SO - 0004569,42324,57,Wholesale,USD,NXH382,51,2,7,2767.1,19369.7,1632.589
4469,SO - 0004570,42324,143,Wholesale,USD,GUT930,43,4,5,871.0,4355.0,374.53
4470,SO - 0004571,42324,117,Distributor,USD,GUT930,40,3,6,2412.0,14472.0,1326.6
4471,SO - 0004572,42324,52,Wholesale,USD,AXW291,29,2,8,2385.2,19081.6,1526.528
4472,SO - 0004573,42324,50,Distributor,USD,GUT930,38,8,6,2391.9,14351.4,1889.601
4473,SO - 0004574,42325,68,Distributor,USD,AXW291,14,4,10,2324.9,23249.0,1371.691
4474,SO - 0004575,42325,145,Export,USD,AXW291,19,12,5,3691.7,18458.5,2399.605
4475,SO - 0004576,42325,82,Export,USD,GUT930,33,13,7,904.5,6331.5,506.52
4476,SO - 0004577,42325,12,Wholesale,USD,AXW291,20,13,7,1715.2,12006.4,943.36
4477,SO - 0004578,42325,70,Export,USD,GUT930,32,9,7,938.0,6566.0,515.9
4478,SO - 0004579,42325,170,Export,USD,AXW291,25,10,10,4006.6,40066.0,1762.904
4479,SO - 0004580,42325,130,Export,USD,NXH382,58,12,5,1232.8,6164.0,628.728
4480,SO - 0004581,42325,69,Distributor,USD,GUT930,32,10,8,3892.7,31141.6,2296.693
4481,SO - 0004582,42325,41,Distributor,USD,AXW291,13,11,9,2485.7,22371.3,1093.708
4482,SO - 0004583,42325,50,Export,USD,GUT930,41,3,6,1742.0,10452.0,1341.34
4483,SO - 0004584,42325,109,Wholesale,USD,AXW291,7,2,10,187.6,1876.0,91.924
4484,SO - 0004585,42325,100,Wholesale,USD,AXW291,6,3,6,3966.4,23798.4,2141.856
4485,SO - 0004586,42326,94,Wholesale,USD,NXH382,54,8,8,1072.0,8576.0,578.88
4486,SO - 0004587,42326,23,Wholesale,USD,NXH382,54,14,8,877.7,7021.6,675.829
4487,SO - 0004588,42326,13,Wholesale,USD,GUT930,44,4,8,5701.7,45613.6,3763.122
4488,SO - 0004589,42326,86,Export,USD,AXW291,14,9,12,1708.5,20502.0,973.845
4489,SO - 0004590,42326,32,Distributor,USD,AXW291,20,5,10,871.0,8710.0,688.09
4490,SO - 0004591,42326,34,Distributor,USD,AXW291,6,11,7,6030.0,42210.0,2894.4
4491,SO - 0004592,42326,21,Wholesale,USD,AXW291,1,6,12,5406.9,64882.8,3676.692
4492,SO - 0004593,42326,160,Wholesale,USD,AXW291,4,4,5,783.9,3919.5,352.755
4493,SO - 0004594,42326,85,Wholesale,USD,AXW291,21,12,9,268.0,2412.0,147.4
4494,SO - 0004595,42326,150,Distributor,USD,AXW291,30,3,5,1936.3,9681.5,793.883
4495,SO - 0004596,42327,116,Distributor,USD,NXH382,54,11,5,1078.7,5393.5,690.368
4496,SO - 0004597,42327,166,Wholesale,USD,AXW291,12,6,9,3785.5,34069.5,1968.46
4497,SO - 0004598,42327,112,Wholesale,USD,GUT930,43,2,6,2599.6,15597.6,1637.748
4498,SO - 0004599,42327,150,Distributor,USD,NXH382,48,3,10,2003.3,20033.0,1522.508
4499,SO - 0004600,42327,96,Wholesale,USD,GUT930,34,1,10,3979.8,39798.0,2666.466
4500,SO - 0004601,42327,152,Wholesale,USD,NXH382,55,12,8,1125.6,9004.8,574.056
4501,SO - 0004602,42327,72,Wholesale,USD,NXH382,50,11,5,2726.9,13634.5,1417.988
4502,SO - 0004603,42327,31,Wholesale,USD,GUT930,34,2,11,1943.0,21373.0,1379.53
4503,SO - 0004604,42328,158,Wholesale,USD,AXW291,3,4,5,1078.7,5393.5,776.664
4504,SO - 0004605,42328,15,Distributor,USD,NXH382,49,1,5,5252.8,26264.0,3887.072
4505,SO - 0004606,42328,23,Export,USD,NXH382,48,12,9,6304.7,56742.3,4161.102
4506,SO - 0004607,42328,30,Distributor,USD,GUT930,41,14,7,2331.6,16321.2,1492.224
4507,SO - 0004608,42328,128,Distributor,USD,NXH382,57,2,9,1085.4,9768.6,922.59
4508,SO - 0004609,42328,76,Distributor,USD,AXW291,6,10,7,3095.4,21667.8,2104.872
4509,SO - 0004610,42328,149,Export,USD,AXW291,29,7,7,3852.5,26967.5,3197.575
4510,SO - 0004611,42328,169,Distributor,USD,GUT930,36,11,10,1058.6,10586.0,772.778
4511,SO - 0004612,42328,124,Wholesale,USD,AXW291,17,10,12,2619.7,31436.4,2069.563
4512,SO - 0004613,42328,119,Export,USD,GUT930,42,12,10,3973.1,39731.0,1668.702
4513,SO - 0004614,42328,147,Wholesale,USD,NXH382,56,1,12,187.6,2251.2,150.08
4514,SO - 0004615,42328,17,Distributor,USD,AXW291,25,1,8,3731.9,29855.2,2351.097
4515,SO - 0004616,42329,50,Distributor,USD,NXH382,52,5,6,1092.1,6552.6,469.603
4516,SO - 0004617,42329,50,Wholesale,USD,AXW291,15,1,9,3986.5,35878.5,3308.795
4517,SO - 0004618,42329,44,Wholesale,USD,NXH382,50,10,8,6331.5,50652.0,4748.625
4518,SO - 0004619,42329,71,Wholesale,USD,NXH382,55,7,5,5145.6,25728.0,3190.272
4519,SO - 0004620,42329,175,Export,USD,AXW291,7,12,11,3839.1,42230.1,2188.287
4520,SO - 0004621,42329,78,Distributor,USD,GUT930,32,8,12,2532.6,30391.2,1595.538
4521,SO - 0004622,42329,15,Wholesale,USD,GUT930,41,10,11,2318.2,25500.2,1947.288
4522,SO - 0004623,42329,31,Distributor,USD,GUT930,40,4,5,924.6,4623.0,564.006
4523,SO - 0004624,42330,13,Wholesale,USD,FLR025,63,12,8,1721.9,13775.2,688.76
4524,SO - 0004625,42330,57,Distributor,USD,NXH382,50,4,7,180.9,1266.3,90.45
4525,SO - 0004626,42330,74,Wholesale,USD,NXH382,47,14,8,1011.7,8093.6,455.265
4526,SO - 0004627,42330,91,Wholesale,USD,FLR025,61,2,8,1005.0,8040.0,542.7
4527,SO - 0004628,42331,39,Wholesale,USD,AXW291,27,1,10,1192.6,11926.0,918.302
4528,SO - 0004629,42331,101,Wholesale,USD,AXW291,20,9,11,810.7,8917.7,680.988
4529,SO - 0004630,42331,146,Distributor,USD,GUT930,34,3,7,5386.8,37707.6,3878.496
4530,SO - 0004631,42331,6,Export,USD,AXW291,28,11,5,1815.7,9078.5,1034.949
4531,SO - 0004632,42331,129,Wholesale,USD,AXW291,31,4,10,1051.9,10519.0,578.545
4532,SO - 0004633,42331,24,Wholesale,USD,NXH382,52,3,9,1092.1,9828.9,611.576
4533,SO - 0004634,42331,17,Distributor,USD,AXW291,24,5,12,1936.3,23235.6,1568.403
4534,SO - 0004635,42331,116,Wholesale,USD,AXW291,10,15,11,3437.1,37808.1,2887.164
4535,SO - 0004636,42331,144,Wholesale,USD,GUT930,47,15,7,3182.5,22277.5,1782.2
4536,SO - 0004637,42332,36,Export,USD,FLR025,65,15,8,3792.2,30337.6,2237.398
4537,SO - 0004638,42332,30,Distributor,USD,AXW291,21,3,12,1132.3,13587.6,792.61
4538,SO - 0004639,42332,152,Export,USD,FLR025,65,10,8,904.5,7236.0,768.825
4539,SO - 0004640,42332,30,Wholesale,USD,AXW291,26,2,10,3986.5,39865.0,2511.495
4540,SO - 0004641,42332,92,Wholesale,USD,GUT930,43,10,10,1051.9,10519.0,662.697
4541,SO - 0004642,42332,66,Distributor,USD,AXW291,22,12,7,964.8,6753.6,405.216
4542,SO - 0004643,42332,1,Wholesale,USD,AXW291,7,8,11,1098.8,12086.8,516.436
4543,SO - 0004644,42332,136,Wholesale,USD,NXH382,47,9,11,2586.2,28448.2,1370.686
4544,SO - 0004645,42332,159,Wholesale,USD,NXH382,55,15,8,5634.7,45077.6,3268.126
4545,SO - 0004646,42333,148,Wholesale,USD,GUT930,42,6,5,3859.2,19296.0,2855.808
4546,SO - 0004647,42333,168,Wholesale,USD,FLR025,62,7,5,207.7,1038.5,95.542
4547,SO - 0004648,42333,7,Wholesale,USD,AXW291,18,4,5,1139.0,5695.0,615.06
4548,SO - 0004649,42333,173,Distributor,USD,AXW291,16,14,11,3986.5,43851.5,2910.145
4549,SO - 0004650,42333,45,Wholesale,USD,AXW291,23,14,11,944.7,10391.7,377.88
4550,SO - 0004651,42333,9,Wholesale,USD,AXW291,9,13,12,884.4,10612.8,389.136
4551,SO - 0004652,42333,13,Wholesale,USD,NXH382,58,2,10,1118.9,11189.0,760.852
4552,SO - 0004653,42333,41,Wholesale,USD,AXW291,2,8,9,1232.8,11095.2,788.992
4553,SO - 0004654,42333,130,Wholesale,USD,AXW291,28,1,12,194.3,2331.6,128.238
4554,SO - 0004655,42333,28,Distributor,USD,FLR025,64,7,11,1025.1,11276.1,625.311
4555,SO - 0004656,42333,49,Wholesale,USD,GUT930,38,3,6,3919.5,23517.0,2430.09
4556,SO - 0004657,42333,40,Export,USD,GUT930,43,6,7,1782.2,12475.4,962.388
4557,SO - 0004658,42333,23,Wholesale,USD,GUT930,47,1,7,2278.0,15946.0,1116.22
4558,SO - 0004659,42334,23,Wholesale,USD,NXH382,58,4,8,2532.6,20260.8,2076.732
4559,SO - 0004660,42334,37,Distributor,USD,NXH382,56,3,9,3999.9,35999.1,2319.942
4560,SO - 0004661,42334,30,Distributor,USD,AXW291,10,1,6,1829.1,10974.6,749.931
4561,SO - 0004662,42334,66,Wholesale,USD,AXW291,28,13,6,5949.6,35697.6,2498.832
4562,SO - 0004663,42334,71,Wholesale,USD,AXW291,18,8,8,1065.3,8522.4,777.669
4563,SO - 0004664,42334,104,Wholesale,USD,AXW291,15,2,10,1105.5,11055.0,519.585
4564,SO - 0004665,42334,115,Distributor,USD,GUT930,38,15,9,2680.0,24120.0,1688.4
4565,SO - 0004666,42335,49,Distributor,USD,NXH382,50,1,9,777.2,6994.8,536.268
4566,SO - 0004667,42335,159,Distributor,USD,GUT930,45,9,12,3865.9,46390.8,1855.632
4567,SO - 0004668,42335,124,Export,USD,FLR025,64,10,5,2003.3,10016.5,1161.914
4568,SO - 0004669,42335,117,Distributor,USD,GUT930,45,9,10,6210.9,62109.0,2857.014
4569,SO - 0004670,42335,73,Distributor,USD,NXH382,50,1,12,2579.5,30954.0,2037.805
4570,SO - 0004671,42335,36,Wholesale,USD,AXW291,2,4,11,201.0,2211.0,118.59
4571,SO - 0004672,42335,164,Distributor,USD,AXW291,8,8,6,1721.9,10331.4,929.826
4572,SO - 0004673,42335,154,Wholesale,USD,NXH382,58,8,7,5232.7,36628.9,3924.525
4573,SO - 0004674,42335,64,Distributor,USD,GUT930,32,11,5,5413.6,27068.0,2869.208
4574,SO - 0004675,42336,153,Wholesale,USD,AXW291,15,14,6,1011.7,6070.2,607.02
4575,SO - 0004676,42336,105,Export,USD,NXH382,51,13,8,4006.6,32052.8,2524.158
4576,SO - 0004677,42336,22,Wholesale,USD,AXW291,30,7,5,1855.9,9279.5,1373.366
4577,SO - 0004678,42336,28,Wholesale,USD,AXW291,23,2,12,3651.5,43818.0,2921.2
4578,SO - 0004679,42336,28,Distributor,USD,FLR025,65,11,8,187.6,1500.8,99.428
4579,SO - 0004680,42336,7,Wholesale,USD,GUT930,38,11,11,1125.6,12381.6,607.824
4580,SO - 0004681,42336,36,Distributor,USD,AXW291,2,7,11,5045.1,55496.1,3027.06
4581,SO - 0004682,42336,168,Distributor,USD,NXH382,58,6,5,214.4,1072.0,150.08
4582,SO - 0004683,42336,148,Distributor,USD,FLR025,61,15,6,1876.0,11256.0,1331.96
4583,SO - 0004684,42336,164,Wholesale,USD,GUT930,34,6,12,1125.6,13507.2,551.544
4584,SO - 0004685,42336,155,Distributor,USD,AXW291,16,11,7,3986.5,27905.5,2989.875
4585,SO - 0004686,42336,9,Distributor,USD,AXW291,30,4,7,6204.2,43429.4,4901.318
4586,SO - 0004687,42337,74,Wholesale,USD,NXH382,57,13,6,1065.3,6391.8,767.016
4587,SO - 0004688,42337,157,Wholesale,USD,NXH382,60,8,8,1038.5,8308.0,633.485
4588,SO - 0004689,42337,28,Wholesale,USD,GUT930,45,4,12,6539.2,78470.4,3138.816
4589,SO - 0004690,42337,2,Distributor,USD,GUT930,37,4,9,1011.7,9105.3,526.084
4590,SO - 0004691,42337,81,Distributor,USD,AXW291,29,7,5,3242.8,16214.0,2561.812
4591,SO - 0004692,42337,49,Wholesale,USD,GUT930,44,3,11,1721.9,18940.9,843.731
4592,SO - 0004693,42337,134,Wholesale,USD,AXW291,11,13,5,3986.5,19932.5,2910.145
4593,SO - 0004694,42338,32,Wholesale,USD,AXW291,10,12,12,1728.6,20743.2,1279.164
4594,SO - 0004695,42338,44,Distributor,USD,FLR025,61,14,8,201.0,1608.0,106.53
4595,SO - 0004696,42338,48,Distributor,USD,NXH382,55,6,6,971.5,5829.0,582.9
4596,SO - 0004697,42338,168,Wholesale,USD,AXW291,6,12,7,958.1,6706.7,594.022
4597,SO - 0004698,42338,63,Wholesale,USD,AXW291,15,15,8,3953.0,31624.0,1818.38
4598,SO - 0004699,42338,123,Wholesale,USD,AXW291,16,14,8,1239.5,9916.0,706.515
4599,SO - 0004700,42338,38,Wholesale,USD,AXW291,24,7,5,5621.3,28106.5,4215.975
4600,SO - 0004701,42338,90,Wholesale,USD,AXW291,17,14,5,3839.1,19195.5,1881.159
4601,SO - 0004702,42338,135,Distributor,USD,NXH382,56,14,11,2519.2,27711.2,1309.984
4602,SO - 0004703,42338,82,Distributor,USD,AXW291,28,4,12,1005.0,12060.0,572.85
4603,SO - 0004704,42338,33,Distributor,USD,AXW291,4,2,8,1212.7,9701.6,933.779
4604,SO - 0004705,42338,3,Distributor,USD,GUT930,45,15,11,5031.7,55348.7,2364.899
4605,SO - 0004706,42339,42,Wholesale,USD,AXW291,9,3,6,2418.7,14512.2,1330.285
4606,SO - 0004707,42339,63,Export,USD,AXW291,3,14,9,1085.4,9768.6,716.364
4607,SO - 0004708,42339,146,Wholesale,USD,FLR025,64,12,11,5728.5,63013.5,3207.96
4608,SO - 0004709,42339,62,Wholesale,USD,FLR025,62,5,10,214.4,2144.0,122.208
4609,SO - 0004710,42339,119,Wholesale,USD,NXH382,51,13,11,891.1,9802.1,525.749
4610,SO - 0004711,42339,170,Distributor,USD,AXW291,10,5,6,1065.3,6391.8,639.18
4611,SO - 0004712,42339,76,Wholesale,USD,NXH382,49,8,11,6277.9,69056.9,3892.298
4612,SO - 0004713,42339,83,Distributor,USD,GUT930,33,6,7,1085.4,7597.8,868.32
4613,SO - 0004714,42339,136,Wholesale,USD,GUT930,40,1,12,5393.5,64722.0,3128.23
4614,SO - 0004715,42339,101,Wholesale,USD,AXW291,21,11,10,234.5,2345.0,119.595
4615,SO - 0004716,42340,44,Distributor,USD,GUT930,36,15,9,978.2,8803.8,410.844
4616,SO - 0004717,42340,76,Wholesale,USD,GUT930,34,4,6,254.6,1527.6,155.306
4617,SO - 0004718,42340,162,Wholesale,USD,GUT930,34,10,6,1252.9,7517.4,1052.436
4618,SO - 0004719,42340,44,Wholesale,USD,FLR025,61,12,9,1098.8,9889.2,813.112
4619,SO - 0004720,42340,13,Distributor,USD,FLR025,64,7,9,1058.6,9527.4,592.816
4620,SO - 0004721,42340,113,Export,USD,NXH382,49,8,12,201.0,2412.0,132.66
4621,SO - 0004722,42340,84,Distributor,USD,GUT930,39,8,6,1045.2,6271.2,867.516
4622,SO - 0004723,42340,52,Distributor,USD,NXH382,53,10,8,2358.4,18867.2,1132.032
4623,SO - 0004724,42340,16,Wholesale,USD,AXW291,24,8,7,2572.8,18009.6,1132.032
4624,SO - 0004725,42341,68,Wholesale,USD,NXH382,47,2,10,1065.3,10653.0,585.915
4625,SO - 0004726,42341,26,Distributor,USD,AXW291,31,7,10,2298.1,22981.0,1884.442
4626,SO - 0004727,42341,150,Export,USD,AXW291,2,6,9,2814.0,25326.0,1997.94
4627,SO - 0004728,42341,163,Distributor,USD,AXW291,21,12,10,1118.9,11189.0,760.852
4628,SO - 0004729,42341,100,Wholesale,USD,AXW291,16,4,8,1098.8,8790.4,472.484
4629,SO - 0004730,42341,132,Export,USD,AXW291,3,2,7,1855.9,12991.3,760.919
4630,SO - 0004731,42341,143,Distributor,USD,AXW291,1,13,6,2532.6,15195.6,1696.842
4631,SO - 0004732,42341,175,Wholesale,USD,AXW291,27,10,8,1340.0,10720.0,737.0
4632,SO - 0004733,42342,136,Export,USD,AXW291,7,2,12,1728.6,20743.2,1382.88
4633,SO - 0004734,42342,24,Distributor,USD,AXW291,22,4,9,1105.5,9949.5,486.42
4634,SO - 0004735,42342,163,Export,USD,NXH382,54,15,9,850.9,7658.1,485.013
4635,SO - 0004736,42342,15,Wholesale,USD,AXW291,17,12,12,5118.8,61425.6,3020.092
4636,SO - 0004737,42342,85,Wholesale,USD,FLR025,64,10,6,2318.2,13909.2,1460.466
4637,SO - 0004738,42342,70,Wholesale,USD,GUT930,39,4,7,837.5,5862.5,644.875
4638,SO - 0004739,42342,42,Distributor,USD,NXH382,48,6,7,1996.6,13976.2,1337.722
4639,SO - 0004740,42342,24,Wholesale,USD,NXH382,54,8,10,4006.6,40066.0,3004.95
4640,SO - 0004741,42343,109,Wholesale,USD,GUT930,44,12,11,1051.9,11570.9,683.735
4641,SO - 0004742,42343,57,Wholesale,USD,GUT930,45,2,11,3946.3,43409.3,2525.632
4642,SO - 0004743,42343,120,Wholesale,USD,AXW291,8,10,11,984.9,10833.9,472.752
4643,SO - 0004744,42343,69,Distributor,USD,NXH382,52,5,8,2934.6,23476.8,1496.646
4644,SO - 0004745,42343,56,Wholesale,USD,GUT930,37,5,6,3798.9,22793.4,2925.153
4645,SO - 0004746,42343,17,Wholesale,USD,NXH382,55,14,6,3819.0,22914.0,3055.2
4646,SO - 0004747,42343,3,Distributor,USD,GUT930,32,1,8,1869.3,14954.4,1476.747
4647,SO - 0004748,42343,118,Distributor,USD,GUT930,33,3,7,1132.3,7926.1,486.889
4648,SO - 0004749,42344,159,Wholesale,USD,AXW291,19,4,11,817.4,8991.4,678.442
4649,SO - 0004750,42344,47,Wholesale,USD,AXW291,26,12,9,1125.6,10130.4,461.496
4650,SO - 0004751,42344,161,Distributor,USD,NXH382,53,10,9,1172.5,10552.5,515.9
4651,SO - 0004752,42344,171,Wholesale,USD,NXH382,54,12,6,1152.4,6914.4,749.06
4652,SO - 0004753,42344,39,Wholesale,USD,NXH382,49,12,12,6170.7,74048.4,3270.471
4653,SO - 0004754,42344,163,Wholesale,USD,AXW291,3,13,8,6304.7,50437.6,5106.807
4654,SO - 0004755,42344,73,Wholesale,USD,AXW291,6,12,8,857.6,6860.8,711.808
4655,SO - 0004756,42345,53,Distributor,USD,GUT930,33,5,10,5051.8,50518.0,2020.72
4656,SO - 0004757,42345,12,Distributor,USD,AXW291,15,1,7,268.0,1876.0,125.96
4657,SO - 0004758,42345,33,Export,USD,AXW291,11,6,9,1132.3,10190.7,837.902
4658,SO - 0004759,42345,87,Distributor,USD,AXW291,17,4,7,3309.8,23168.6,1886.586
4659,SO - 0004760,42345,126,Distributor,USD,GUT930,46,4,9,931.3,8381.7,400.459
4660,SO - 0004761,42345,6,Distributor,USD,FLR025,61,1,10,2331.6,23316.0,1002.588
4661,SO - 0004762,42345,151,Distributor,USD,GUT930,33,7,11,5065.2,55717.2,2026.08
4662,SO - 0004763,42345,6,Export,USD,AXW291,9,4,7,837.5,5862.5,653.25
4663,SO - 0004764,42345,127,Export,USD,GUT930,42,10,12,690.1,8281.2,282.941
4664,SO - 0004765,42346,83,Distributor,USD,GUT930,42,7,9,2626.4,23637.6,1575.84
4665,SO - 0004766,42346,76,Distributor,USD,AXW291,2,10,9,2425.4,21828.6,1479.494
4666,SO - 0004767,42346,154,Distributor,USD,NXH382,57,13,12,3865.9,46390.8,3247.356
4667,SO - 0004768,42346,136,Wholesale,USD,NXH382,50,4,12,783.9,9406.8,501.696
4668,SO - 0004769,42346,140,Wholesale,USD,GUT930,43,4,12,5112.1,61345.2,3322.865
4669,SO - 0004770,42346,44,Export,USD,AXW291,7,15,5,1809.0,9045.0,1049.22
4670,SO - 0004771,42346,52,Wholesale,USD,AXW291,28,2,6,2673.3,16039.8,1764.378
4671,SO - 0004772,42347,29,Wholesale,USD,NXH382,58,7,6,3973.1,23838.6,2781.17
4672,SO - 0004773,42347,170,Distributor,USD,AXW291,4,15,8,1862.6,14900.8,1229.316
4673,SO - 0004774,42347,173,Export,USD,NXH382,57,6,5,958.1,4790.5,526.955
4674,SO - 0004775,42347,101,Wholesale,USD,GUT930,34,3,11,911.2,10023.2,774.52
4675,SO - 0004776,42348,11,Wholesale,USD,NXH382,50,1,5,1025.1,5125.5,410.04
4676,SO - 0004777,42348,48,Wholesale,USD,AXW291,7,14,6,2224.4,13346.4,934.248
4677,SO - 0004778,42348,60,Distributor,USD,NXH382,55,1,8,2358.4,18867.2,1768.8
4678,SO - 0004779,42348,167,Wholesale,USD,GUT930,39,12,10,3946.3,39463.0,2525.632
4679,SO - 0004780,42348,151,Distributor,USD,NXH382,59,4,7,911.2,6378.4,428.264
4680,SO - 0004781,42348,60,Export,USD,FLR025,62,14,6,777.2,4663.2,466.32
4681,SO - 0004782,42348,173,Wholesale,USD,NXH382,56,4,9,2345.0,21105.0,1195.95
4682,SO - 0004783,42348,125,Wholesale,USD,AXW291,11,13,11,3162.4,34786.4,1676.072
4683,SO - 0004784,42349,132,Wholesale,USD,AXW291,30,4,8,2532.6,20260.8,1519.56
4684,SO - 0004785,42349,72,Wholesale,USD,GUT930,38,12,12,201.0,2412.0,90.45
4685,SO - 0004786,42349,136,Export,USD,AXW291,14,6,7,1025.1,7175.7,779.076
4686,SO - 0004787,42349,105,Wholesale,USD,GUT930,32,11,6,3484.0,20904.0,1567.8
4687,SO - 0004788,42349,98,Wholesale,USD,GUT930,40,14,6,2592.9,15557.4,2048.391
4688,SO - 0004789,42349,147,Distributor,USD,AXW291,6,13,6,2773.8,16642.8,1692.018
4689,SO - 0004790,42350,36,Export,USD,AXW291,1,3,12,1085.4,13024.8,607.824
4690,SO - 0004791,42350,81,Wholesale,USD,AXW291,17,14,6,3912.8,23476.8,3208.496
4691,SO - 0004792,42350,141,Wholesale,USD,AXW291,1,6,6,167.5,1005.0,83.75
4692,SO - 0004793,42350,152,Distributor,USD,AXW291,4,13,12,1795.6,21547.2,897.8
4693,SO - 0004794,42350,16,Wholesale,USD,NXH382,57,2,9,3892.7,35034.3,2841.671
